Nome;Partido;Estado;Codigo;CD01O091O008804;CD01O091O008805;CD01O091O008806;CD01O091O008807;CD01O091O008808;CD01O092E008810;CD01O092E008811;CD01O092E008812;CD01O092E008813;CD01O094O008814;CD01O094O008815;CD01O094O008817;CD01O094O008818;CD01O100O008819;CD01O109O008822;CD01O109O008823;CD01O109O008824;CD01O109O008826;CD01O110E008832;CD01O111E008835;CD01O114E008846;CD01O122O008858;CD01O122O008859;CD01O123E008860;CD01O123E008861;CD01O123E008863;CD01O123E008864;CD01O123E008865;CD01O124E008866;CD01O124E008867;CD01O124E008868;CD01O124E008869;CD01O124E008870;CD01O124E008871;CD01O124E008872;CD01O124E008873;CD01O127E008874;CD01O127E008875;CD01O127E008876;CD01O127E008877;CD01O127E008878;CD01O127E008879;CD01O127E008880;CD01O127E008881;CD01O127E008883;CD01O127E008891;CD01O128E008893;CD01O128E008894;CD01O128E008895;Lado;tsne-1d-one;tsne-2d-two
CELSO MALDANER;MDB;Santa Catarina;472;Não;Não Votou;Não Votou;Sim;Não;Não;Sim;Sim;Sim;Não;Não Votou;Não Votou;Sim;Não Votou;Não;Não Votou;Não;Não Votou;Não;Não Votou;Sim;Não;Não;Não;Sim;Não;Não;Não Votou;Não Votou;Sim;Não;Sim;Não Votou;Não Votou;Não Votou;Não Votou;Não;Não Votou;Sim;Sim;Sim;Sim;Sim;Não;Não;Sim;Não Votou;Não Votou;Não Votou;GOVERNO;19.888418;-7.658105
CARLOS CHIODINI;MDB;Santa Catarina;473;Não;Não;Sim;Sim;Abstenção;Não;Sim;Sim;Sim;Não;Não;Não;Sim;Sim;Não;Não Votou;Não;Não;Não;Sim;Sim;Não;Não;Não;Sim;Não;Não;Sim;Não;Sim;Não;Sim;Não;Sim;Sim;Sim;Não;Sim;Sim;Sim;Sim;Sim;Sim;Não;Não;Sim;Não;Não;Não;GOVERNO;13.618608;-15.310501
CAROLINE DE TONI;PSL;Santa Catarina;474;Não;Não;Sim;Sim;Não;Não;Sim;Sim;Sim;Não;Não;Não;Sim;Não;Não;Não;Não;Não;Não;Sim;Sim;Não;Não;Não;Sim;Não;Não;Sim;Não;Sim;Não;Sim;Não;Sim;Sim;Sim;Não;Sim;Sim;Sim;Sim;Sim;Sim;Não;Não;Sim;Não;Não;Não;GOVERNO;16.754803;-14.5847225
CORONEL ARMANDO;PSL;Santa Catarina;475;Não;Não;Sim;Sim;Não;Não;Sim;Sim;Sim;Não;Não;Não;Sim;Não Votou;Não;Não;Não;Não;Não;Não Votou;Sim;Não;Não;Não;Sim;Não;Não;Sim;Não;Sim;Não;Sim;Não;Sim;Sim;Sim;Não;Sim;Sim;Sim;Sim;Sim;Sim;Não;Não;Sim;Não;Não;Não;GOVERNO;14.37518;-14.974269
DANIEL FREITAS;PSL;Santa Catarina;476;Não;Não;Sim;Sim;Não;Não;Sim;Sim;Sim;Não;Não;Não Votou;Sim;Não;Não;Não;Não;Não;Não;Sim;Sim;Não;Não;Não;Não Votou;Não;Não;Sim;Não;Sim;Não;Sim;Não;Sim;Sim;Sim;Não;Sim;Sim;Não Votou;Sim;Sim;Sim;Não;Não Votou;Sim;Sim;Não Votou;Sim;GOVERNO;16.240911;-5.4126244
CARMEN ZANOTTO;CIDADANIA;Santa Catarina;477;Não;Não;Sim;Sim;Não;Não;Sim;Sim;Sim;Não;Não Votou;Não;Sim;Sim;Não;Não Votou;Não;Não Votou;Não;Não Votou;Sim;Não;Não;Não;Sim;Não;Não;Sim;Não;Sim;Não;Sim;Não;Sim;Sim;Sim;Não;Não Votou;Não Votou;Sim;Sim;Sim;Não;Não Votou;Não;Sim;Não;Não;Não Votou;MINORIA;13.632636;-19.610899
DARCI DE MATOS;PSD;Santa Catarina;478;Não Votou;Não Votou;Sim;Sim;Sim;Não;Sim;Sim;Não Votou;Não;Não;Não;Sim;Sim;Não;Não;Não;Não;Não;Sim;Sim;Não;Não;Não;Sim;Não Votou;Não Votou;Não Votou;Não;Sim;Não;Não Votou;Não;Sim;Não Votou;Sim;Não;Não Votou;Não Votou;Não Votou;Sim;Não Votou;Não Votou;Não;Não Votou;Sim;Não Votou;Não Votou;Não Votou;GOVERNO;16.390337;1.2914721
FABIO SCHIOCHET;PSL;Santa Catarina;479;Não Votou;Não;Sim;Sim;Não;Não;Sim;Sim;Sim;Não;Não;Não;Sim;Não;Não;Não;Não;Não;Não;Não Votou;Sim;Não;Não Votou;Não;Sim;Não;Não Votou;Sim;Não;Sim;Não;Sim;Não;Sim;Sim;Sim;Não;Sim;Sim;Sim;Sim;Sim;Sim;Não Votou;Não Votou;Sim;Não;Não;Não;GOVERNO;17.888083;-13.377703
GILSON MARQUES;NOVO;Santa Catarina;480;Não;Não;Sim;Sim;Não;Não;Sim;Sim;Sim;Não;Não;Não;Não;Não;Não;Não;Não;Não;Não;Sim;Sim;Obstrução;Não Votou;Não Votou;Obstrução;Não Votou;Não Votou;Obstrução;Obstrução;Não Votou;Sim;Não Votou;Obstrução;Não Votou;Não Votou;Obstrução;Não Votou;Obstrução;Não Votou;Não Votou;Obstrução;Não Votou;Não Votou;Não Votou;Não Votou;Não;Sim;Sim;Sim;GOVERNO;-5.35518;27.0082
PEDRO UCZAI;PT;Santa Catarina;481;Obstrução;Não Votou;Obstrução;Não Votou;Não Votou;Obstrução;Obstrução;Obstrução;Obstrução;Obstrução;Não Votou;Obstrução;Não Votou;Sim;Obstrução;Não Votou;Não Votou;Não Votou;Sim;Obstrução;Não;Art.;Não;Não Votou;Não Votou;Não;Não Votou;Sim;Art.;Sim;Art.;Art.;Não;Não Votou;Sim;Sim;Não;Não Votou;Sim;Art.;Sim;Sim;Não Votou;Não Votou;Não;Sim;Não;Não Votou;Sim;OPOSIÇÃO;-9.874162;-8.211806
GEOVANIA DE SÁ;PSDB;Santa Catarina;482;Não;Não;Sim;Art.;Art.;Art.;Sim;Art.;Art.;Art.;Art.;Não;Sim;Sim;Não;Não;Não;Não;Sim;Não Votou;Sim;Não;Não;Não Votou;Sim;Não Votou;Não;Sim;Não;Sim;Não;Sim;Não;Sim;Não Votou;Não Votou;Não;Sim;Sim;Sim;Sim;Sim;Sim;Não;Não Votou;Sim;Não;Não Votou;Não;GOVERNO;12.260443;-17.688524
ROGÉRIO PENINHA MENDONÇA;MDB;Santa Catarina;483;Não Votou;Não;Sim;Sim;Não;Não;Sim;Sim;Sim;Não;Não;Não;Sim;Não;Não;Não Votou;Não;Não;Não;Não;Não Votou;Não;Não;Não;Sim;Não;Não;Sim;Não;Sim;Não;Sim;Não;Não;Não;Não;Não;Sim;Sim;Sim;Sim;Sim;Sim;Não;Não;Sim;Não;Não;Não;GOVERNO;9.412981;-18.057167
HÉLIO COSTA;PRB;Santa Catarina;484;Não;Não;Sim;Sim;Não;Não;Não Votou;Sim;Sim;Não;Não;Não;Sim;Sim;Não;Não;Não;Não;Não;Não;Sim;Não;Não Votou;Não;Sim;Não;Não;Sim;Não;Sim;Não;Sim;Não;Sim;Sim;Sim;Não;Sim;Sim;Sim;Sim;Sim;Não;Não;Não;Sim;Não;Não;Não;GOVERNO;12.281454;-19.421555
RICARDO GUIDI;PSD;Santa Catarina;485;Não;Não Votou;Sim;Sim;Não;Não;Sim;Sim;Obstrução;Não;Não;Não;Sim;Sim;Não;Não;Não;Não;Não;Sim;Sim;Não;Não;Não Votou;Sim;Não;Não;Sim;Não;Sim;Não;Sim;Não;Sim;Sim;Sim;Não;Sim;Sim;Sim;Sim;Sim;Sim;Não;Não;Sim;Não;Não;Não;GOVERNO;13.932625;-13.371615
ALCEU MOREIRA;MDB;Rio Grande do Sul;486;Não Votou;Não Votou;Não Votou;Não Votou;Não Votou;Não Votou;Não Votou;Não Votou;Não Votou;Não Votou;Não Votou;Não Votou;Não Votou;Não Votou;Não Votou;Não Votou;Não Votou;Não Votou;Não Votou;Não Votou;Não Votou;Não;Não;Não;Sim;Não;Não;Sim;Não;Sim;Não;Sim;Não;Sim;Sim;Sim;Não Votou;Sim;Não Votou;Sim;Não Votou;Sim;Sim;Não;Não;Sim;Não;Não;Sim;GOVERNO;-5.4251823;-10.560772
AFONSO HAMM;PP;Rio Grande do Sul;487;Não;Não;Sim;Sim;Não;Não;Sim;Sim;Sim;Não Votou;Não Votou;Não;Sim;Sim;Não Votou;Não;Não;Não Votou;Não;Sim;Sim;Não;Não Votou;Não;Sim;Não;Não;Sim;Não;Sim;Não;Sim;Não;Sim;Sim;Sim;Não;Sim;Sim;Sim;Sim;Não Votou;Sim;Não;Sim;Não;Sim;Sim;Sim;GOVERNO;18.06328;-4.0819364
RODRIGO COELHO;PSB;Santa Catarina;488;Não Votou;Não;Sim;Sim;Não;Não;Obstrução;Obstrução;Obstrução;Não;Obstrução;Não;Sim;Sim;Não Votou;Não;Não;Não;Não;Sim;Sim;Não;Não;Não;Sim;Não;Não;Sim;Não Votou;Sim;Não;Sim;Não;Sim;Sim;Sim;Não;Sim;Sim;Sim;Sim;Sim;Sim;Não;Não;Sim;Não;Não;Não;OPOSIÇÃO;12.116289;-12.41264
BIBO NUNES;PSL;Rio Grande do Sul;489;Não;Não;Sim;Sim;Não;Não;Sim;Sim;Sim;Não;Não;Não;Sim;Não;Não;Não;Não;Não;Não;Sim;Sim;Não;Não Votou;Não;Sim;Não;Não;Sim;Não;Sim;Não;Sim;Não;Sim;Sim;Sim;Não;Sim;Sim;Sim;Sim;Sim;Sim;Não;Não Votou;Não;Sim;Sim;Sim;GOVERNO;17.410385;-4.3979874
AFONSO MOTTA;PDT;Rio Grande do Sul;490;Obstrução;Sim;Obstrução;Não Votou;Obstrução;Obstrução;Sim;Obstrução;Obstrução;Obstrução;Obstrução;Obstrução;Sim;Sim;Não Votou;Obstrução;Obstrução;Obstrução;Não Votou;Obstrução;Não;Não;Não;Não;Sim;Não;Não;Sim;Não;Sim;Não;Sim;Não;Sim;Sim;Sim;Não;Sim;Sim;Sim;Sim;Sim;Sim;Não;Não;Sim;Não;Não;Sim;MINORIA;-12.445396;-10.495375
DANIEL TRZECIAK;PSDB;Rio Grande do Sul;491;Não;Não;Sim;Sim;Não;Não;Sim;Sim;Sim;Não;Não;Não;Sim;Sim;Não;Não;Não;Não;Não;Sim;Sim;Não;Não Votou;Não;Sim;Não;Não;Sim;Não Votou;Não Votou;Não Votou;Não Votou;Não Votou;Não Votou;Não Votou;Não Votou;Não Votou;Não Votou;Não Votou;Não Votou;Não Votou;Não Votou;Não Votou;Não Votou;Não Votou;Não Votou;Não Votou;Não Votou;Não Votou;GOVERNO;3.6663575;11.566257
CARLOS GOMES;PRB;Rio Grande do Sul;492;Não;Não Votou;Sim;Sim;Não;Não;Sim;Sim;Sim;Não;Não Votou;Não;Sim;Sim;Não;Não;Não;Não;Não;Não Votou;Sim;Não;Não;Não;Sim;Não;Não;Sim;Não Votou;Sim;Não;Sim;Não;Sim;Sim;Sim;Não;Sim;Sim;Sim;Sim;Sim;Sim;Não Votou;Não Votou;Sim;Não;Não;Sim;GOVERNO;12.007635;-7.2109046
GIOVANI FELTES;MDB;Rio Grande do Sul;494;Não;Não;Sim;Sim;Não;Não;Sim;Sim;Sim;Não Votou;Não;Não;Sim;Sim;Não Votou;Não;Não;Não;Não;Não Votou;Sim;Não Votou;Sim;Não;Não Votou;Não Votou;Não Votou;Sim;Não;Sim;Não Votou;Não Votou;Não Votou;Sim;Não Votou;Sim;Não Votou;Não Votou;Não Votou;Não Votou;Não Votou;Não Votou;Não Votou;Não Votou;Não Votou;Não Votou;Não Votou;Não Votou;Não Votou;GOVERNO;2.6269815;13.445687
DANRLEI DE DEUS HINTERHOLZ;PSD;Rio Grande do Sul;495;Não;Não Votou;Sim;Sim;Não Votou;Não;Sim;Sim;Sim;Não;Não;Não;Sim;Não Votou;Não;Sim;Não;Não Votou;Não;Não;Sim;Obstrução;Sim;Obstrução;Obstrução;Obstrução;Obstrução;Obstrução;Obstrução;Obstrução;Sim;Obstrução;Obstrução;Não Votou;Obstrução;Não;Obstrução;Não Votou;Obstrução;Obstrução;Obstrução;Obstrução;Obstrução;Obstrução;Obstrução;Não;Sim;Sim;Sim;GOVERNO;-10.512658;26.10061
FERNANDA MELCHIONNA;PSOL;Rio Grande do Sul;496;Obstrução;Obstrução;Obstrução;Obstrução;Obstrução;Obstrução;Obstrução;Obstrução;Obstrução;Obstrução;Não Votou;Não Votou;Não Votou;Sim;Obstrução;Não Votou;Obstrução;Obstrução;Obstrução;Não Votou;Abstenção;Obstrução;Não Votou;Não Votou;Não Votou;Não Votou;Obstrução;Obstrução;Obstrução;Não Votou;Não Votou;Não Votou;Obstrução;Não Votou;Não Votou;Obstrução;Não Votou;Não Votou;Não Votou;Não Votou;Não Votou;Não Votou;Não Votou;Não Votou;Não Votou;Não;Sim;Sim;Sim;OPOSIÇÃO;-16.67169;9.634807
HENRIQUE FONTANA;PT;Rio Grande do Sul;498;Obstrução;Não Votou;Obstrução;Não Votou;Não Votou;Obstrução;Não Votou;Obstrução;Obstrução;Obstrução;Não Votou;Não Votou;Não Votou;Sim;Obstrução;Obstrução;Obstrução;Obstrução;Sim;Obstrução;Não;Não Votou;Sim;Obstrução;Obstrução;Não Votou;Obstrução;Obstrução;Não Votou;Não Votou;Sim;Não Votou;Não Votou;Obstrução;Obstrução;Obstrução;Obstrução;Não Votou;Não Votou;Obstrução;Não Votou;Não Votou;Não Votou;Obstrução;Não Votou;Não;Sim;Sim;Sim;OPOSIÇÃO;-21.006674;17.67745
BOHN GASS;PT;Rio Grande do Sul;499;Não Votou;Não Votou;Obstrução;Não Votou;Obstrução;Obstrução;Não Votou;Obstrução;Obstrução;Obstrução;Não Votou;Obstrução;Não Votou;Sim;Obstrução;Não Votou;Obstrução;Não Votou;Sim;Não;Não;Obstrução;Sim;Obstrução;Obstrução;Obstrução;Obstrução;Obstrução;Obstrução;Obstrução;Sim;Obstrução;Obstrução;Obstrução;Obstrução;Não;Obstrução;Obstrução;Obstrução;Obstrução;Obstrução;Não;Obstrução;Obstrução;Obstrução;Sim;Sim;Sim;Sim;OPOSIÇÃO;-18.991215;18.854452
LIZIANE BAYER;PSB;Rio Grande do Sul;500;Obstrução;Sim;Obstrução;Obstrução;Obstrução;Obstrução;Obstrução;Obstrução;Obstrução;Não;Obstrução;Não;Sim;Sim;Não;Não;Não;Não;Sim;Não;Sim;Não;Não;Não;Sim;Não;Não;Sim;Não;Sim;Não;Não Votou;Não Votou;Sim;Sim;Sim;Não;Sim;Sim;Sim;Sim;Sim;Sim;Não Votou;Não;Sim;Não;Não;Não;OPOSIÇÃO;-13.298455;-12.015185
LUCAS REDECKER;PSDB;Rio Grande do Sul;501;Não;Não;Sim;Não Votou;Não Votou;Não;Sim;Sim;Sim;Não;Não;Não;Sim;Sim;Não;Não;Não;Não;Não;Não;Sim;Não Votou;Não;Não;Sim;Não;Não;Sim;Não;Sim;Não;Sim;Não;Não Votou;Sim;Sim;Não;Sim;Não Votou;Não Votou;Sim;Sim;Sim;Não;Não;Sim;Sim;Não;Não;GOVERNO;11.740865;-22.05985
GIOVANI CHERINI;PR;Rio Grande do Sul;502;Não;Não Votou;Sim;Sim;Não;Não;Sim;Sim;Sim;Não;Não;Não;Sim;Não Votou;Não;Não;Não;Não Votou;Não;Sim;Não;Não;Não Votou;Não Votou;Sim;Não;Não;Sim;Não;Sim;Não;Sim;Não;Sim;Sim;Sim;Não;Sim;Sim;Sim;Sim;Sim;Sim;Não Votou;Não;Sim;Não;Não;Não;GOVERNO;9.4922085;-15.799687
MARCEL VAN HATTEM;NOVO;Rio Grande do Sul;503;Não;Não;Sim;Sim;Não;Não Votou;Sim;Sim;Sim;Não;Sim;Não;Sim;Não Votou;Não;Não;Não;Não;Não;Sim;Sim;Obstrução;Sim;Não Votou;Obstrução;Não Votou;Obstrução;Obstrução;Obstrução;Obstrução;Sim;Obstrução;Obstrução;Não Votou;Obstrução;Não Votou;Não Votou;Obstrução;Não Votou;Não Votou;Não Votou;Não Votou;Não Votou;Não Votou;Não Votou;Não Votou;Não Votou;Não Votou;Não Votou;GOVERNO;1.4624641;19.57704
HEITOR SCHUCH;PSB;Rio Grande do Sul;504;Obstrução;Não;Não Votou;Obstrução;Obstrução;Obstrução;Obstrução;Obstrução;Obstrução;Obstrução;Não Votou;Obstrução;Sim;Sim;Obstrução;Obstrução;Não Votou;Obstrução;Sim;Não;Não;Não;Não Votou;Não;Sim;Não;Não;Sim;Não Votou;Não Votou;Não Votou;Não Votou;Não Votou;Não Votou;Não Votou;Não Votou;Não Votou;Não Votou;Não Votou;Não Votou;Não Votou;Não Votou;Não Votou;Não Votou;Não Votou;Não Votou;Não Votou;Não Votou;Não Votou;OPOSIÇÃO;-13.936115;3.8465881
JERÔNIMO GOERGEN;PP;Rio Grande do Sul;505;Não;Não;Sim;Sim;Não;Não;Sim;Sim;Sim;Não;Não;Não;Sim;Sim;Não;Não;Não;Não;Não;Não Votou;Não Votou;Não;Não Votou;Não;Sim;Não Votou;Não;Sim;Não;Sim;Não;Sim;Não;Sim;Sim;Não;Não;Sim;Sim;Sim;Sim;Sim;Sim;Não;Não;Sim;Sim;Sim;Sim;GOVERNO;14.883556;-3.385259
MARCELO MORAES;PTB;Rio Grande do Sul;506;Não;Não;Sim;Sim;Não;Não;Sim;Sim;Sim;Não;Não;Não;Sim;Sim;Não;Não;Não;Não;Não;Não Votou;Sim;Obstrução;Sim;Não Votou;Obstrução;Obstrução;Não Votou;Não Votou;Obstrução;Obstrução;Sim;Não Votou;Não Votou;Não Votou;Não Votou;Obstrução;Não Votou;Não Votou;Não Votou;Obstrução;Não Votou;Não Votou;Não Votou;Obstrução;Obstrução;Não;Sim;Sim;Sim;GOVERNO;-6.8351955;24.059818
MARCON;PT;Rio Grande do Sul;507;Não Votou;Não Votou;Não Votou;Não Votou;Não Votou;Não Votou;Não Votou;Não Votou;Não Votou;Não Votou;Não Votou;Não Votou;Não Votou;Sim;Obstrução;Não Votou;Não Votou;Não Votou;Obstrução;Não Votou;Não;Não Votou;Não Votou;Obstrução;Não Votou;Não Votou;Não Votou;Não Votou;Obstrução;Não Votou;Não Votou;Obstrução;Obstrução;Obstrução;Não Votou;Não Votou;Não Votou;Não Votou;Não Votou;Não Votou;Não Votou;Não Votou;Não Votou;Não Votou;Não Votou;Não Votou;Sim;Sim;Sim;OPOSIÇÃO;-13.115411;12.599889
MARIA DO ROSÁRIO;PT;Rio Grande do Sul;508;Obstrução;Obstrução;Não Votou;Obstrução;Não Votou;Obstrução;Não Votou;Obstrução;Não Votou;Não Votou;Não Votou;Obstrução;Não Votou;Sim;Obstrução;Não Votou;Não Votou;Não Votou;Sim;Não Votou;Não;Não Votou;Não Votou;Não Votou;Não Votou;Não;Não;Sim;Não;Não Votou;Não Votou;Não Votou;Não Votou;Não Votou;Sim;Sim;Sim;Sim;Não Votou;Sim;Sim;Sim;Sim;Não;Não;Não;Sim;Sim;Sim;OPOSIÇÃO;-11.142654;-3.8959792
MARLON SANTOS;PDT;Rio Grande do Sul;509;Sim;Sim;Não Votou;Não Votou;Não Votou;Obstrução;Sim;Obstrução;Não Votou;Não;Não Votou;Não Votou;Não Votou;Não Votou;Não Votou;Não Votou;Não Votou;Não Votou;Não Votou;Não;Não;Não Votou;Não Votou;Não Votou;Não Votou;Não Votou;Não Votou;Não Votou;Não Votou;Não Votou;Não Votou;Não Votou;Não Votou;Não Votou;Não Votou;Não Votou;Não Votou;Não Votou;Não Votou;Não Votou;Não Votou;Não Votou;Não Votou;Não Votou;Não Votou;Não Votou;Não Votou;Não Votou;Não Votou;MINORIA;-11.795134;11.068585
MAURÍCIO DZIEDRICKI;PTB;Rio Grande do Sul;511;Não;Não;Sim;Sim;Não;Não;Sim;Sim;Sim;Não;Não;Não;Sim;Sim;Não;Não;Não;Não;Não;Não;Sim;Não Votou;Não Votou;Não Votou;Não Votou;Não Votou;Não Votou;Não Votou;Não;Sim;Não;Sim;Não;Sim;Sim;Sim;Não;Sim;Sim;Sim;Sim;Sim;Sim;Não;Não;Sim;Não;Não;Não;GOVERNO;10.1833935;-20.359558
NEREU CRISPIM;PSL;Rio Grande do Sul;512;Não;Não;Não Votou;Não Votou;Não Votou;Não Votou;Não Votou;Não Votou;Não Votou;Não Votou;Não Votou;Não Votou;Não Votou;Não;Não;Não;Não;Não;Não;Sim;Sim;Não Votou;Não Votou;Não Votou;Não Votou;Não Votou;Não Votou;Não Votou;Não Votou;Não Votou;Não Votou;Não Votou;Não Votou;Não Votou;Não Votou;Não Votou;Não Votou;Não Votou;Não Votou;Não Votou;Não Votou;Não Votou;Não Votou;Não Votou;Não Votou;Não Votou;Não Votou;Não Votou;Não Votou;GOVERNO;-8.599302;9.911301
PAULO PIMENTA;PT;Rio Grande do Sul;513;Não Votou;Não Votou;Obstrução;Não Votou;Não Votou;Não Votou;Não Votou;Não Votou;Não Votou;Não Votou;Não Votou;Não Votou;Não Votou;Sim;Obstrução;Não Votou;Não Votou;Obstrução;Sim;Não;Não;Não;Não;Não;Sim;Não;Não;Sim;Não;Sim;Não;Sim;Não;Sim;Sim;Sim;Não;Sim;Sim;Não Votou;Não Votou;Não Votou;Sim;Não;Não;Sim;Não;Não;Sim;OPOSIÇÃO;-7.5562854;-10.923213
PEDRO WESTPHALEN;PP;Rio Grande do Sul;514;Não;Não Votou;Sim;Sim;Não;Não;Sim;Sim;Sim;Não;Não Votou;Não Votou;Sim;Sim;Não Votou;Não Votou;Não Votou;Não Votou;Não Votou;Não;Não;Não;Não;Não;Sim;Não;Não;Sim;Não;Sim;Não;Sim;Não;Sim;Sim;Sim;Não;Não Votou;Sim;Sim;Sim;Sim;Sim;Não;Não Votou;Sim;Não;Não;Sim;GOVERNO;4.4289947;-3.399792
MÁRCIO BIOLCHI;MDB;Rio Grande do Sul;515;Não;Não;Sim;Sim;Não;Não;Sim;Sim;Sim;Não Votou;Não Votou;Não Votou;Não Votou;Sim;Não;Não;Não;Não;Não;Obstrução;Sim;Obstrução;Não Votou;Obstrução;Não Votou;Não Votou;Não Votou;Obstrução;Não;Sim;Não;Sim;Não;Sim;Não Votou;Sim;Não Votou;Não Votou;Não Votou;Sim;Não Votou;Não Votou;Não Votou;Não Votou;Não Votou;Não;Sim;Sim;Sim;GOVERNO;3.7248151;13.872164
POMPEO DE MATTOS;PDT;Rio Grande do Sul;516;Não Votou;Obstrução;Não Votou;Obstrução;Não Votou;Obstrução;Obstrução;Obstrução;Obstrução;Não Votou;Não Votou;Obstrução;Sim;Não Votou;Obstrução;Não Votou;Obstrução;Não Votou;Não Votou;Não Votou;Não;Não Votou;Não;Não;Não Votou;Não Votou;Não;Sim;Não;Sim;Não;Não Votou;Não Votou;Não Votou;Sim;Não Votou;Não;Sim;Sim;Sim;Sim;Sim;Sim;Não;Não;Sim;Não;Não;Não;MINORIA;-8.136451;-15.867551
SANDERSON;PSL;Rio Grande do Sul;517;Não;Não;Sim;Sim;Não;Não;Sim;Sim;Sim;Não;Não;Não;Sim;Não;Não;Não Votou;Não;Não;Não;Sim;Sim;Não;Não;Não;Sim;Não;Não;Sim;Não;Sim;Não;Sim;Não;Sim;Sim;Sim;Não;Sim;Sim;Sim;Sim;Sim;Sim;Sim;Não;Sim;Não;Não;Sim;GOVERNO;16.643238;-10.16666
JORGE BRAZ;PRB;Rio de Janeiro;518;Não;Não;Sim;Sim;Não;Não;Sim;Sim;Sim;Não;Não;Não;Sim;Sim;Não;Não;Não;Não Votou;Não Votou;Não;Não;Obstrução;Sim;Não Votou;Obstrução;Obstrução;Não Votou;Obstrução;Obstrução;Não Votou;Sim;Não Votou;Não Votou;Não Votou;Não Votou;Não;Obstrução;Não Votou;Não Votou;Não Votou;Não Votou;Não Votou;Não Votou;Não Votou;Obstrução;Não;Sim;Sim;Sim;GOVERNO;-7.608482;22.578096
DAVID MIRANDA;PSOL;Rio de Janeiro;519;Obstrução;Obstrução;Obstrução;Não Votou;Obstrução;Não Votou;Obstrução;Obstrução;Não Votou;Obstrução;Não Votou;Obstrução;Obstrução;Sim;Não Votou;Não Votou;Não Votou;Não Votou;Não Votou;Não Votou;Abstenção;Não;Não;Não;Sim;Não;Não;Sim;Não Votou;Sim;Não;Sim;Não;Sim;Sim;Sim;Não;Sim;Não Votou;Sim;Sim;Não Votou;Sim;Não;Não;Sim;Não;Não;Não;OPOSIÇÃO;-9.430647;-13.469222
LUIS MIRANDA;DEM;Distrito Federal;525;Não Votou;Não Votou;Não Votou;Não Votou;Não Votou;Não Votou;Não Votou;Não Votou;Não Votou;Não Votou;Não Votou;Não Votou;Não Votou;Não Votou;Não;Não Votou;Não;Não;Não;Não Votou;Não Votou;Não;Não;Não;Sim;Não;Não Votou;Sim;Não;Não Votou;Não;Sim;Não;Sim;Sim;Sim;Não;Sim;Sim;Sim;Sim;Sim;Sim;Não;Não;Sim;Não;Não;Não;GOVERNO;-4.8822064;-13.4211035
MARCELO BRUM;PSL;Rio Grande do Sul;526;Não Votou;Não Votou;Não Votou;Não Votou;Não Votou;Não Votou;Não Votou;Não Votou;Não Votou;Não Votou;Não Votou;Não Votou;Não Votou;Não;Não;Não;Não;Não;Não;Sim;Sim;Não;Não;Não;Sim;Não;Não;Sim;Não;Não Votou;Não;Não Votou;Não;Sim;Sim;Sim;Não;Não Votou;Sim;Sim;Sim;Sim;Sim;Não Votou;Não Votou;Sim;Não;Não;Não;GOVERNO;16.324144;-21.978409
EVANDRO ROMAN;PSD;Paraná;527;Não;Não Votou;Sim;Sim;Não;Não;Sim;Sim;Não Votou;Não Votou;Não Votou;Não;Sim;Não Votou;Não Votou;Não Votou;Não Votou;Não;Não;Sim;Sim;Não Votou;Não Votou;Não;Sim;Não;Não;Sim;Não Votou;Sim;Não;Sim;Não;Não Votou;Sim;Sim;Não Votou;Sim;Sim;Sim;Sim;Não Votou;Não;Não;Não;Sim;Não;Não;Não;GOVERNO;16.020632;-17.304438
REINHOLD STEPHANES JUNIOR;PSD;Paraná;528;Não;Não Votou;Sim;Sim;Não;Não Votou;Não Votou;Sim;Sim;Não Votou;Não;Não;Sim;Sim;Não;Não Votou;Não;Não Votou;Não;Não Votou;Sim;Não Votou;Não Votou;Não;Não Votou;Não;Não;Não;Não;Sim;Não;Sim;Não;Sim;Não Votou;Sim;Não;Não Votou;Sim;Não Votou;Não Votou;Não Votou;Sim;Não Votou;Não Votou;Sim;Não;Não;Sim;GOVERNO;7.9330554;2.4407284
DARCÍSIO PERONDI;MDB;Rio Grande do Sul;529;Não;Não;Sim;Sim;Não;Não Votou;Sim;Sim;Sim;Não;Não;Não Votou;Sim;Não;Não;Não Votou;Não;Não;Não;Não Votou;Sim;Obstrução;Sim;Obstrução;Obstrução;Obstrução;Obstrução;Obstrução;Abstenção;Obstrução;Sim;Obstrução;Obstrução;Não;Obstrução;Não;Obstrução;Obstrução;Obstrução;Obstrução;Obstrução;Não;Obstrução;Obstrução;Obstrução;Não;Sim;Sim;Sim;GOVERNO;-9.612309;26.01389
TED CONTI;PSB;Espírito Santo;531;Sim;Não Votou;Obstrução;Obstrução;Obstrução;Obstrução;Obstrução;Obstrução;Obstrução;Não;Obstrução;Obstrução;Sim;Sim;Obstrução;Não;Obstrução;Obstrução;Sim;Não Votou;Sim;Não;Não;Não;Sim;Não;Não;Sim;Não;Sim;Não;Sim;Não;Sim;Sim;Sim;Não;Sim;Sim;Sim;Sim;Sim;Sim;Não;Não;Não Votou;Não;Sim;Sim;OPOSIÇÃO;-13.846502;-10.453377
